LmjF.31.2785 ,26
LmjF.10.0425 ,28
LmjF.28.2415 ,32
LmjF.18.0190 ,41
LmjF.34.3410 ,42
LmjF.15.1520 ,53
LmjF.27.0060 ,70
LmjF.30.1460 ,70
LmjF.30.1470 ,70
LmjF.30.1480 ,70
LmjF.30.1490 ,70
LmjF.31.2580 ,70
LmjF.36.0620 ,73
LmjF.33.2955 ,79
LmjF.35.2075 ,79
LmjF.31.3035 ,85
LmjF.25.1645 ,86
LmjF.34.0260 ,90
LmjF.21.0735 ,94
LmjF.20.0490 ,95
LmjF.06.1245 ,97
LmjF.35.1750 ,97
LmjF.34.4230 ,98
LmjF.19.1090 ,99
LmjF.25.0590 ,99
LmjF.36.1990 ,99
LmjF.26.0460 ,106
LmjF.30.3730 ,106
LmjF.07.0360 ,107
LmjF.09.0010 ,107
LmjF.33.1355 ,107
LmjF.04.1100 ,109
LmjF.25.1960 ,112
LmjF.33.0180 ,112
LmjF.08.0250 ,113
LmjF.27.2380 ,113
LmjF.16.1065 ,114
LmjF.27.0130 ,115
LmjF.36.1620 ,115
LmjF.32.0715 ,116
LmjF.36.3040 ,118
LmjF.28.2970 ,121
LmjF.34.0910 ,121
LmjF.33.0610 ,126
LmjF.32.2740 ,127
LmjF.32.3555 ,127
LmjF.10.1225 ,133
LmjF.25.2250 ,133
LmjF.04.0930 ,148
LmjF.31.2450 ,149
LmjF.34.4170 ,149
LmjF.06.1190 ,150
LmjF.15.0740 ,150
LmjF.25.0390 ,153
LmjF.36.0930 ,153
LmjF.36.0170 ,155
LmjF.16.1120 ,157
LmjF.05.0490 ,159
LmjF.34.2780 ,160
LmjF.12.0410 ,161
LmjF.07.1010 ,162
LmjF.30.3270 ,165
LmjF.25.2235 ,170
LmjF.04.0760 ,172
LmjF.09.1140 ,175
LmjF.36.0430 ,179
LmjF.09.0570 ,180
LmjF.16.0005 ,185
LmjF.25.0020 ,186
LmjF.34.3360 ,186
LmjF.31.3105 ,188
LmjF.36.4145 ,189
LmjF.04.0370 ,190
LmjF.31.2870 ,192
LmjF.25.1890 ,193
LmjF.36.1290 ,193
LmjF.36.6345,194
LmjF.13.0070 ,196
LmjF.26.1665 ,196
LmjF.33.1630 ,196
LmjF.24.1315 ,197
LmjF.34.1080 ,198
LmjF.36.3130 ,200
LmjF.02.0480 ,201
LmjF.36.0280 ,201
LmjF.31.2410 ,203
LmjF.30.0735 ,205
LmjF.28.0180 ,206
LmjF.29.2350 ,206
LmjF.02.0600 ,210
LmjF.06.0230 ,213
LmjF.22.0800 ,215
LmjF.30.0620 ,216
LmjF.27.1600 ,218
LmjF.35.4520 ,218
LmjF.12.0880 ,221
LmjF.12.0885 ,221
LmjF.24.0090 ,222
LmjF.16.0860 ,224
LmjF.31.2420 ,227
LmjF.09.0780 ,232
LmjF.28.2160 ,232
LmjF.31.2430 ,234
LmjF.36.1350 ,238
LmjF.23.1700 ,239
LmjF.04.0860 ,240
LmjF.26.0170 ,240
LmjF.26.0180 ,240
LmjF.27.2440 ,241
LmjF.20.1460 ,242
LmjF.05.0470 ,243
LmjF.36.0560 ,246
LmjF.06.0410 ,247
LmjF.29.0270 ,249
LmjF.31.2930 ,249
LmjF.36.5790 ,256
LmjF.08.0310 ,259
LmjF.18.0320 ,260
LmjF.36.0880 ,260
LmjF.29.0640 ,264
LmjF.01.0200 ,266
LmjF.36.6020 ,268
LmjF.07.0020 ,269
LmjF.23.0180 ,271
LmjF.31.2840 ,272
LmjF.09.0850 ,279
LmjF.23.1750 ,282
LmjF.09.1520 ,284
LmjF.36.2685 ,284
LmjF.04.0990 ,286
LmjF.29.2780 ,291
LmjF.15.0195 ,293
LmjF.36.4030 ,297
LmjF.12.0010 ,301
LmjF.17.0320 ,301
LmjF.25.0630 ,301
LmjF.32.3500 ,301
LmjF.32.3502 ,301
LmjF.32.3504 ,301
LmjF.32.3506 ,301
LmjF.32.3508 ,301
LmjF.32.3510 ,301
LmjF.32.3512 ,301
LmjF.32.3515 ,301
LmjF.32.3520 ,301
LmjF.32.3530 ,301
LmjF.32.3535 ,301
LmjF.32.3538 ,301
LmjF.32.3540 ,301
LmjF.32.3542 ,301
LmjF.32.3544 ,301
LmjF.32.3546 ,301
LmjF.32.3548 ,301
LmjF.35.1890 ,305
LmjF.04.0800 ,306
LmjF.23.0980 ,306
LmjF.36.3410 ,306
LmjF.02.0085 ,307
LmjF.21.0720 ,310
LmjF.36.4890 ,313
LmjF.16.0040 ,317
LmjF.04.1040 ,319
LmjF.34.3350 ,319
LmjF.36.1955 ,320
LmjF.36.6310 ,320
LmjF.28.2960 ,322
LmjF.04.0700 ,324
LmjF.03.0970 ,325
LmjF.02.0030 ,327
LmjF.12.0995 ,328
LmjF.12.1015 ,328
LmjF.30.1690 ,328
LmjF.21.1520 ,330
LmjF.28.1610 ,332
LmjF.25.2100 ,334
LmjF.12.0905 ,337
LmjF.25.1900 ,337
LmjF.34.0030 ,340
LmjF.29.2560 ,341
LmjF.03.0340 ,342
LmjF.31.2250 ,342
LmjF.13.0860 ,344
LmjF.13.0720 ,345
LmjF.23.1045 ,346
LmjF.25.0950 ,348
LmjF.04.0530 ,350
LmjF.20.0270 ,353
LmjF.34.2410 ,354
LmjF.31.2070 ,355
LmjF.24.1140 ,356
LmjF.36.3880 ,356
LmjF.21.1740 ,358
LmjF.32.1170 ,361
LmjF.14.0550 ,362
LmjF.31.2340 ,364
LmjF.32.2580 ,365
LmjF.36.2670 ,366
LmjF.29.2330 ,368
LmjF.21.1410 ,370
LmjF.36.4930 ,375
LmjF.06.0370 ,379
LmjF.25.1870 ,379
LmjF.18.0560 ,380
LmjF.21.1558 ,380
LmjF.25.0450 ,380
LmjF.03.0040 ,381
LmjF.06.0710 ,381
LmjF.31.0480 ,384
LmjF.31.3140 ,385
LmjF.35.2470 ,391
LmjF.20.1570 ,394
LmjF.29.0060 ,396
LmjF.13.0180 ,399
LmjF.14.0430 ,400
LmjF.04.0820 ,402
LmjF.13.0100 ,404
LmjF.33.2850 ,404
LmjF.31.2740 ,406
LmjF.03.0030 ,407
LmjF.30.2990 ,408
LmjF.22.1270 ,411
LmjF.03.0980 ,413
LmjF.30.1240 ,413
LmjF.31.1740 ,415
LmjF.25.0770 ,421
LmjF.30.2660 ,421
LmjF.19.0070 ,423
LmjF.25.1290 ,427
LmjF.24.2250 ,431
LmjF.20.0940 ,433
LmjF.21.0905 ,437
LmjF.17.0733 ,438
LmjF.36.5610 ,439
LmjF.15.1380 ,445
LmjF.07.1070 ,448
LmjF.31.0200 ,448
LmjF.24.0010 ,451
LmjF.24.0360 ,451
LmjF.25.1640 ,451
LmjF.31.3010 ,455
LmjF.23.0820 ,456
LmjF.36.5230 ,456
LmjF.21.0080 ,457
LmjF.22.0600 ,457
LmjF.31.2370 ,460
LmjF.23.1155 ,466
LmjF.31.3020 ,469
LmjF.10.0710 ,470
LmjF.10.0715 ,470
LmjF.31.1890 ,471
LmjF.31.2020 ,471
LmjF.26.1760 ,474
LmjF.36.3600 ,474
LmjF.14.0620 ,478
LmjF.23.0030 ,478
LmjF.12.0090 ,481
LmjF.36.5850 ,481
LmjF.31.0690 ,482
LmjF.28.0860 ,484
LmjF.24.1905 ,485
LmjF.15.1230 ,491
LmjF.17.0725 ,492
LmjF.22.1180 ,495
LmjF.05.1130 ,508
LmjF.24.1060 ,508
LmjF.31.0240 ,508
LmjF.31.2640 ,517
LmjF.33.0730 ,518
LmjF.36.0450 ,527
LmjF.13.1240 ,544
LmjF.21.1500 ,544
LmjF.36.0250 ,544
LmjF.36.1300 ,544
LmjF.31.0040 ,545
LmjF.34.0870 ,545
LmjF.36.1380 ,550
LmjF.35.2830 ,554
LmjF.36.0800 ,562
LmjF.31.0520 ,564
LmjF.32.0860 ,568
LmjF.16.0770 ,569
LmjF.12.0070 ,575
LmjF.20.0080 ,575
LmjF.28.1900 ,576
LmjF.08.0360 ,577
LmjF.09.1380 ,580
LmjF.25.0940 ,589
LmjF.11.0920 ,591
LmjF.29.0260 ,595
LmjF.36.1720 ,600
LmjF.26.1660 ,603
LmjF.36.4220 ,612
LmjF.34.2300 ,614
LmjF.23.1150 ,616
LmjF.36.4760 ,617
LmjF.31.2260 ,621
LmjF.21.0610 ,623
LmjF.30.0170 ,623
LmjF.12.0650 ,624
LmjF.18.0130 ,625
LmjF.34.0710 ,627
LmjF.16.0640 ,637
LmjF.12.0440 ,647
LmjF.12.1110 ,649
LmjF.04.0730 ,650
LmjF.34.2340 ,667
LmjF.26.1600 ,668
LmjF.26.0590 ,671
LmjF.21.0370 ,677
LmjF.22.1040 ,678
LmjF.33.3050 ,682
LmjF.05.0300 ,688
LmjF.34.3870 ,690
LmjF.28.1450 ,691
LmjF.18.1310 ,707
LmjF.31.0460 ,707
LmjF.29.2880 ,711
LmjF.15.0980 ,718
LmjF.15.0320 ,726
LmjF.27.0390 ,730
LmjF.04.1120 ,732
LmjF.27.0330 ,736
LmjF.34.2430 ,743
LmjF.28.2330 ,745
LmjF.25.0350 ,752
LmjF.06.1140 ,754
LmjF.26.2030 ,755
LmjF.36.5200 ,757
LmjF.29.0680 ,762
LmjF.10.0580 ,767
LmjF.34.2260 ,768
LmjF.07.0470 ,780
LmjF.33.0670 ,780
LmjF.31.0390 ,784
LmjF.13.1270 ,813
LmjF.20.1530 ,814
LmjF.02.0180 ,832
LmjF.02.0220 ,832
LmjF.30.3420 ,841
LmjF.31.2210 ,842
LmjF.23.0750 ,843
LmjF.36.0110 ,849
LmjF.25.1780 ,855
LmjF.36.2900 ,856
LmjF.35.0180 ,862
LmjF.31.2560 ,866
LmjF.33.0930 ,883
LmjF.22.0920 ,884
LmjF.03.0110 ,887
LmjF.31.1230 ,899
LmjF.31.2320 ,908
LmjF.31.0640 ,924
LmjF.36.1150 ,929
LmjF.06.0740 ,934
LmjF.16.0710 ,940
LmjF.31.0630 ,945
LmjF.32.2100 ,962
LmjF.03.0010 ,977
LmjF.31.1770 ,1020
LmjF.25.1970 ,1040
LmjF.15.0360 ,1047
LmjF.31.0030 ,1052
LmjF.25.1280 ,1056
LmjF.33.0490 ,1063
LmjF.36.4230 ,1078
LmjF.18.0380 ,1080
LmjF.31.3090 ,1080
LmjF.31.0310 ,1137
LmjF.24.1170 ,1177
LmjF.17.1130 ,1182
LmjF.24.0900 ,1187
LmjF.22.0990 ,1212
LmjF.24.0430 ,1292
LmjF.33.1170 ,1390
LmjF.24.1290 ,1392
LmjF.27.1770 ,1392
LmjF.31.1690 ,1439
LmjF.31.1490 ,1456
LmjF.36.5210 ,1470
LmjF.34.4260 ,1488
LmjF.31.2350 ,1497
LmjF.10.0900 ,1577
LmjF.21.1350 ,1585
LmjF.22.1210 ,1588
LmjF.24.0490 ,1788
LmjF.19.1240 ,1804
LmjF.25.1250 ,1867
LmjF.31.2990 ,1894
LmjF.04.0280 ,1971
LmjF.24.1470 ,2921
LmjF.07.0480 ,4848
